Date,Price,Vol.
2003-12-23,741.25,16680
2003-12-24,759.75,13560
2003-12-26,792.00,19950
2003-12-29,784.50,18420
2003-12-30,777.50,15340
2003-12-31,789.00,6950
2004-01-02,792.50,5830
2004-01-05,796.75,4670
2004-01-06,796.25,3450
2004-01-07,787.50,2250
2004-01-08,793.50,2520
2004-01-09,790.00,1930
2004-01-12,816.50,1540
2004-01-13,833.00,1160
2004-01-14,835.25,1150
2004-01-15,835.00,47200
2004-01-16,835.75,39080
2004-01-20,828.25,36030
2004-01-21,842.00,52670
2004-01-22,840.50,37400
2004-01-23,839.25,66340
2004-01-26,847.50,40170
2004-01-27,835.50,40850
2004-01-28,804.75,61930
2004-01-29,809.00,42110
2004-01-30,819.50,40190
2004-02-02,793.00,51940
2004-02-03,802.50,37100
2004-02-04,805.75,38410
2004-02-05,832.25,48350
2004-02-06,840.00,44950
2004-02-09,847.50,55830
2004-02-10,834.75,65940
2004-02-11,838.00,43930
2004-02-12,822.00,31600
2004-02-13,829.00,19110
2004-02-17,851.00,20610
2004-02-18,854.50,21550
2004-02-19,880.00,22600
2004-02-20,893.00,25010
2004-02-23,911.50,27040
2004-02-24,929.75,16890
2004-02-25,933.75,16470
2004-02-26,928.00,13370
2004-02-27,942.50,10580
2004-03-01,962.25,5680
2004-03-02,931.00,7320
2004-03-03,942.00,4460
2004-03-04,932.50,3240
2004-03-05,933.75,1880
2004-03-08,911.50,1540
2004-03-09,942.00,560
2004-03-10,923.50,970
2004-03-11,944.00,840
2004-03-12,954.00,10
2004-03-15,978.25,40770
2004-03-16,989.00,48680
2004-03-17,994.00,43700
2004-03-18,1018.00,48750
2004-03-19,1024.00,52500
2004-03-22,1055.75,48890
2004-03-23,1052.00,39220
2004-03-24,1023.50,58840
2004-03-25,1028.50,47780
2004-03-26,1013.00,37670
2004-03-29,1013.00,30400
2004-03-30,1016.25,28430
2004-03-31,995.00,61050
2004-04-01,1029.50,48040
2004-04-02,1045.50,49410
2004-04-05,1024.50,57370
2004-04-06,1009.00,48720
2004-04-07,1016.00,35370
2004-04-08,988.00,59720
2004-04-12,967.00,51580
2004-04-13,971.50,26720
2004-04-14,1013.00,25130
2004-04-15,963.00,25490
2004-04-16,965.00,21350
2004-04-19,969.00,14070
2004-04-20,952.75,21440
2004-04-21,935.00,23670
2004-04-22,947.00,21300
2004-04-23,967.00,21360
2004-04-26,964.50,13970
2004-04-27,1003.00,16280
2004-04-28,996.50,14790
2004-04-29,1014.50,16060
2004-04-30,1034.00,13670
2004-05-03,1041.50,5640
2004-05-04,1038.25,5210
2004-05-05,1034.50,4410
2004-05-06,1018.00,4300
2004-05-07,1050.50,3930
2004-05-10,1040.50,3410
2004-05-11,1053.50,3610
2004-05-12,991.50,4020
2004-05-13,1013.00,1820
2004-05-14,969.00,1340
2004-05-17,905.50,65060
2004-05-18,874.00,67260
2004-05-19,907.50,61410
2004-05-20,869.00,55200
2004-05-21,872.50,44570
2004-05-24,866.00,36930
2004-05-25,882.25,42550
2004-05-26,872.00,44150
2004-05-27,822.00,52560
2004-05-28,814.00,35180
2004-06-01,864.00,24060
2004-06-02,849.50,44430
2004-06-03,806.00,47780
2004-06-04,838.50,41650
2004-06-07,849.00,50630
2004-06-08,852.00,44430
2004-06-09,852.00,33830
2004-06-10,847.00,800
2004-06-11,847.00,
2004-06-14,872.50,47260
2004-06-15,884.00,39620
2004-06-16,869.50,43900
2004-06-17,863.00,42120
2004-06-18,872.00,20020
2004-06-21,888.50,22010
2004-06-22,887.00,19960
2004-06-23,917.50,24490
2004-06-24,921.50,28200
2004-06-25,920.50,22660
2004-06-28,885.00,21910
2004-06-29,894.50,18790
2004-06-30,893.00,17800
2004-07-01,933.50,10280
2004-07-02,939.50,6540
2004-07-06,979.50,8830
2004-07-07,961.50,8720
2004-07-08,972.50,4080
2004-07-09,954.00,2940
2004-07-12,937.00,2960
2004-07-13,911.00,2560
2004-07-14,862.50,1150
2004-07-15,751.00,17050
2004-07-16,707.50,34670
2004-07-19,707.50,18570
2004-07-20,725.00,15070
2004-07-21,707.50,15770
2004-07-22,657.50,22250
2004-07-23,669.50,14450
2004-07-26,669.00,14730
2004-07-27,665.50,13510
2004-07-28,627.00,13810
2004-07-29,624.50,14290
2004-07-30,599.50,8680
2004-08-02,598.00,4810
2004-08-03,599.50,3660
2004-08-04,590.00,3820
2004-08-05,609.50,2950
2004-08-06,606.75,1860
2004-08-09,614.50,1650
2004-08-10,630.50,1460
2004-08-11,637.00,1780
2004-08-12,687.50,1210
2004-08-13,652.00,580
2004-08-16,575.50,3600
2004-08-17,591.75,4850
2004-08-18,600.25,4070
2004-08-19,598.25,4750
2004-08-20,594.75,3140
2004-08-23,623.00,7010
2004-08-24,620.00,6340
2004-08-25,623.25,7060
2004-08-26,616.75,4940
2004-08-27,600.50,5650
2004-08-30,622.50,6630
2004-08-31,627.25,3570
2004-09-01,636.50,1980
2004-09-02,627.75,870
2004-09-03,614.75,1640
2004-09-07,588.00,1140
2004-09-08,581.50,520
2004-09-09,581.25,800
2004-09-10,563.00,600
2004-09-13,561.00,650
2004-09-14,560.00,720
2004-09-15,566.50,26950
2004-09-16,557.25,37480
2004-09-17,553.00,31170
2004-09-20,543.75,39380
2004-09-21,542.25,26850
2004-09-22,538.25,30420
2004-09-23,537.75,31940
2004-09-24,523.50,41410
2004-09-27,531.00,42900
2004-09-28,531.50,31770
2004-09-29,533.50,34290
2004-09-30,527.00,33710
2004-10-01,534.50,43430
2004-10-04,525.25,40040
2004-10-05,524.00,48870
2004-10-06,526.25,35970
2004-10-07,525.75,39460
2004-10-08,528.50,41260
2004-10-11,539.00,40840
2004-10-12,513.00,81220
2004-10-13,509.50,43120
2004-10-14,515.50,37590
2004-10-15,514.00,32370
2004-10-18,514.75,32800
2004-10-19,527.75,54460
2004-10-20,532.50,50270
2004-10-21,528.00,46430
2004-10-22,530.00,36260
2004-10-25,541.00,53060
2004-10-26,539.00,39510
2004-10-27,530.00,27690
2004-10-28,529.50,29090
2004-10-29,527.50,13400
2004-11-01,518.00,14020
2004-11-02,528.00,11710
2004-11-03,524.25,8220
2004-11-04,509.50,7320
2004-11-05,505.00,3630
2004-11-08,502.00,3630
2004-11-09,510.50,2790
2004-11-10,523.00,1930
2004-11-11,520.50,1870
2004-11-12,523.50,10
2004-11-15,535.75,44480
2004-11-16,540.50,45450
2004-11-17,553.00,68400
2004-11-18,555.00,42090
2004-11-19,550.50,39650
2004-11-22,554.50,28770
2004-11-23,561.25,38870
2004-11-24,554.00,31900
2004-11-26,548.50,26540
2004-11-29,539.50,45210
2004-11-30,534.75,40700
2004-12-01,528.00,42300
2004-12-02,520.75,41910
2004-12-03,525.75,41240
2004-12-06,529.75,34760
2004-12-07,522.00,45730
2004-12-08,529.25,53140
2004-12-09,526.50,37050
2004-12-10,533.00,49130
2004-12-13,546.75,62680
2004-12-14,550.25,31440
2004-12-15,546.00,24760
2004-12-16,544.50,22710
2004-12-17,548.75,24010
2004-12-20,550.00,33340
2004-12-21,549.00,15240
2004-12-22,546.25,11350
2004-12-23,550.50,11380
2004-12-27,557.25,12040
2004-12-28,551.25,12920
2004-12-29,546.75,18170
2004-12-30,547.75,10760
2005-01-03,537.25,6860
2005-01-04,529.75,11190
2005-01-05,534.00,5940
2005-01-06,541.75,5130
2005-01-07,551.75,6150
2005-01-10,560.00,3320
2005-01-11,557.50,2920
2005-01-12,554.00,3820
2005-01-13,557.50,2950
2005-01-14,542.00,10
2005-01-18,513.50,52650
2005-01-19,517.75,45750
2005-01-20,523.25,47020
2005-01-21,516.75,46090
2005-01-24,520.00,35920
2005-01-25,526.00,45930
2005-01-26,523.00,28530
2005-01-27,515.75,32900
2005-01-28,514.00,29460
2005-01-31,514.75,40010
2005-02-01,507.00,48230
2005-02-02,505.25,31050
2005-02-03,502.00,36350
2005-02-04,499.50,32380
2005-02-07,501.25,39170
2005-02-08,503.50,36020
2005-02-09,510.75,51470
2005-02-10,516.00,53240
2005-02-11,525.75,73490
2005-02-14,535.75,77920
2005-02-15,535.25,35320
2005-02-16,535.00,25430
2005-02-17,552.00,38670
2005-02-18,552.50,42180
2005-02-22,577.00,34660
2005-02-23,576.75,18460
2005-02-24,569.00,19680
2005-02-25,597.50,19520
2005-02-28,615.50,11070
2005-03-01,605.00,6910
2005-03-02,618.75,6380
2005-03-03,620.00,4960
2005-03-04,622.75,3450
2005-03-07,608.50,2610
2005-03-08,619.50,3130
2005-03-09,624.00,1740
2005-03-10,633.25,910
2005-03-11,656.75,1010
2005-03-14,654.00,890
2005-03-15,681.00,62280
2005-03-16,673.50,61210
2005-03-17,671.50,84450
2005-03-18,649.00,45410
2005-03-21,626.50,71550
2005-03-22,627.25,34440
2005-03-23,623.25,56680
2005-03-24,628.75,36090
2005-03-28,625.75,30730
2005-03-29,624.00,21710
2005-03-30,641.00,41240
2005-03-31,627.50,62160
2005-04-01,614.00,65600
2005-04-04,615.00,36540
2005-04-05,617.50,37540
2005-04-06,623.25,30700
2005-04-07,623.50,38760
2005-04-08,612.00,42260
2005-04-11,616.75,45310
2005-04-12,617.50,47030
2005-04-13,623.25,30520
2005-04-14,617.00,18430
2005-04-15,616.25,17070
2005-04-18,609.50,25860
2005-04-19,631.00,30750
2005-04-20,630.75,28480
2005-04-21,637.75,13670
2005-04-22,633.00,12590
2005-04-25,635.25,23790
2005-04-26,636.75,16800
2005-04-27,627.25,26210
2005-04-28,618.00,19580
2005-04-29,619.25,13730
2005-05-02,619.25,8320
2005-05-03,618.75,5710
2005-05-04,620.00,3470
2005-05-05,623.50,2250
2005-05-06,635.00,3770
2005-05-09,632.00,2520
2005-05-10,628.25,1650
2005-05-11,628.00,1770
2005-05-12,619.75,2120
2005-05-13,603.75,480
2005-05-16,623.50,41270
2005-05-17,620.75,32530
2005-05-18,633.25,66260
2005-05-19,629.25,30190
2005-05-20,632.00,34460
2005-05-23,640.00,59590
2005-05-24,645.50,36680
2005-05-25,666.50,79570
2005-05-26,676.00,62940
2005-05-27,667.75,47840
2005-05-31,680.25,66240
2005-06-01,685.25,65330
2005-06-02,668.50,53520
2005-06-03,675.25,43600
2005-06-06,677.75,55420
2005-06-07,674.75,48290
2005-06-08,667.50,50790
2005-06-09,673.25,55220
2005-06-10,666.25,57030
2005-06-13,680.50,61800
2005-06-14,689.75,60700
2005-06-15,702.50,52050
2005-06-16,700.75,40410
2005-06-17,724.00,42150
2005-06-20,739.00,42160
2005-06-21,735.25,32750
2005-06-22,737.00,27590
2005-06-23,725.75,34900
2005-06-24,744.50,30950
2005-06-27,694.50,30170
2005-06-28,666.75,42510
2005-06-29,672.00,29390
2005-06-30,651.75,19790
2005-07-01,673.50,16210
2005-07-05,712.25,13850
2005-07-06,696.25,11470
2005-07-07,692.00,8580
2005-07-08,675.50,7620
2005-07-11,688.00,6550
2005-07-12,698.50,3200
2005-07-13,711.50,1940
2005-07-14,723.00,480
2005-07-15,721.00,12130
2005-07-18,717.25,11270
2005-07-19,682.50,21530
2005-07-20,684.50,16320
2005-07-21,669.50,18210
2005-07-22,669.25,17000
2005-07-25,669.75,19360
2005-07-26,676.00,19150
2005-07-27,673.75,19130
2005-07-28,684.25,23510
2005-07-29,671.75,12670
2005-08-01,673.00,15810
2005-08-02,689.50,7500
2005-08-03,670.00,6110
2005-08-04,671.25,2250
2005-08-05,658.50,2510
2005-08-08,660.50,1500
2005-08-09,643.00,1370
2005-08-10,643.50,860
2005-08-11,641.00,400
2005-08-12,643.00,340
2005-08-15,612.75,12630
2005-08-16,616.75,9120
2005-08-17,615.00,8820
2005-08-18,609.75,6640
2005-08-19,597.25,7150
2005-08-22,607.25,5590
2005-08-23,610.75,7210
2005-08-24,602.50,3230
2005-08-25,587.00,10330
2005-08-26,591.00,12210
2005-08-29,594.00,14290
2005-08-30,599.75,14530
2005-08-31,586.75,7580
2005-09-01,595.75,4370
2005-09-02,588.50,3940
2005-09-06,604.75,930
2005-09-07,595.00,960
2005-09-08,590.50,1480
2005-09-09,580.50,340
2005-09-12,575.00,300
2005-09-13,576.00,620
2005-09-14,569.50,230
2005-09-15,568.75,42760
2005-09-16,571.25,32700
2005-09-19,576.00,31730
2005-09-20,572.00,30780
2005-09-21,577.75,52790
2005-09-22,580.50,31400
2005-09-23,574.00,32620
2005-09-26,567.50,37370
2005-09-27,557.50,46260
2005-09-28,562.75,36100
2005-09-29,560.50,38020
2005-09-30,573.25,57880
2005-10-03,581.00,62750
2005-10-04,562.50,59030
2005-10-05,563.50,41570
2005-10-06,564.25,53120
2005-10-07,564.25,40010
2005-10-10,555.50,50840
2005-10-11,563.50,61180
2005-10-12,589.00,82910
2005-10-13,588.25,65040
2005-10-14,589.50,48770
2005-10-17,591.25,47230
2005-10-18,584.50,49110
2005-10-19,589.25,41380
2005-10-20,585.00,39940
2005-10-21,572.25,61710
2005-10-24,575.00,40420
2005-10-25,578.00,33390
2005-10-26,571.50,32550
2005-10-27,571.00,31440
2005-10-28,565.00,39440
2005-10-31,564.75,18290
2005-11-01,574.50,13190
2005-11-02,573.50,10190
2005-11-03,591.75,7440
2005-11-04,580.50,5590
2005-11-07,571.50,4650
2005-11-08,574.25,3790
2005-11-09,578.25,3790
2005-11-10,577.00,1700
2005-11-11,593.00,1770
2005-11-14,590.25,1560
2005-11-15,592.25,33840
2005-11-16,576.75,73240
2005-11-17,579.25,36400
2005-11-18,569.75,40780
2005-11-21,572.25,31240
2005-11-22,572.25,27420
2005-11-23,562.00,42250
2005-11-25,554.25,34650
2005-11-28,558.25,50640
2005-11-29,554.00,46050
2005-11-30,558.00,49240
2005-12-01,559.75,44910
2005-12-02,562.75,35550
2005-12-05,573.25,61180
2005-12-06,564.00,44980
2005-12-07,559.00,59460
2005-12-08,566.75,49200
2005-12-09,568.75,50670
2005-12-12,584.00,113830
2005-12-13,597.50,70970
2005-12-14,592.50,60900
2005-12-15,587.25,43950
2005-12-16,592.25,30880
2005-12-19,608.50,37130
2005-12-20,605.25,40190
2005-12-21,606.50,20640
2005-12-22,612.75,19910
2005-12-23,613.00,14180
2005-12-27,611.50,24050
2005-12-28,611.00,22580
2005-12-29,597.75,25810
2005-12-30,602.00,10160
2006-01-03,617.50,8690
2006-01-04,621.00,11280
2006-01-05,608.00,5610
2006-01-06,600.50,5430
2006-01-09,584.00,4220
2006-01-10,578.25,4090
2006-01-11,574.50,3740
2006-01-12,562.00,1750
2006-01-13,565.00,
2006-01-17,571.25,44810
2006-01-18,565.75,40260
2006-01-19,565.00,34890
2006-01-20,568.00,43870
2006-01-23,574.50,42810
2006-01-24,571.25,43960
2006-01-25,567.00,56120
2006-01-26,573.00,36460
2006-01-27,589.25,70430
2006-01-30,598.75,66700
2006-01-31,594.25,53980
2006-02-01,579.50,61180
2006-02-02,584.00,41510
2006-02-03,594.75,66900
2006-02-06,587.00,54800
2006-02-07,574.00,64450
2006-02-08,578.00,61670
2006-02-09,587.75,76550
2006-02-10,582.25,56390
2006-02-13,584.25,57910
2006-02-14,583.25,39180
2006-02-15,587.00,48970
2006-02-16,591.50,24430
2006-02-17,601.25,31040
2006-02-21,587.50,27470
2006-02-22,574.00,28650
2006-02-23,571.75,26420
2006-02-24,577.25,30570
2006-02-27,579.50,30730
2006-02-28,580.25,22230
2006-03-01,577.50,12080
2006-03-02,591.00,8350
2006-03-03,593.25,6790
2006-03-06,587.00,5790
2006-03-07,578.00,5120
2006-03-08,572.25,4150
2006-03-09,576.50,2950
2006-03-10,578.25,1700
2006-03-13,573.50,1450
2006-03-14,574.75,720
2006-03-15,584.25,41120
2006-03-16,576.25,53330
2006-03-17,576.50,37060
2006-03-20,572.50,46940
2006-03-21,575.25,26340
2006-03-22,577.00,35270
2006-03-23,574.75,25970
2006-03-24,573.75,33670
2006-03-27,579.50,70480
2006-03-28,581.50,31640
2006-03-29,582.50,27270
2006-03-30,587.75,45760
2006-03-31,571.50,85060
2006-04-03,565.00,64050
2006-04-04,558.75,53780
2006-04-05,561.50,44870
2006-04-06,564.00,41670
2006-04-07,557.75,48590
2006-04-10,555.25,46540
2006-04-11,562.50,65120
2006-04-12,560.50,54420
2006-04-13,563.00,40990
2006-04-17,571.50,48070
2006-04-18,575.50,29860
2006-04-19,574.00,20830
2006-04-20,571.25,33110
2006-04-21,569.75,23140
2006-04-24,574.25,40650
2006-04-25,579.50,37470
2006-04-26,575.75,33070
2006-04-27,575.25,35580
2006-04-28,587.25,23770
2006-05-01,593.25,14900
2006-05-02,590.50,11540
2006-05-03,592.75,9320
2006-05-04,590.75,6560
2006-05-05,594.50,6550
2006-05-08,586.00,4750
2006-05-09,592.50,3120
2006-05-10,593.25,1780
2006-05-11,602.75,1580
2006-05-12,600.00,710
2006-05-15,604.50,42390
2006-05-16,602.75,38010
2006-05-17,604.00,53900
2006-05-18,598.00,50680
2006-05-19,587.00,61100
2006-05-22,582.50,51120
2006-05-23,586.75,51020
2006-05-24,582.50,47760
2006-05-25,584.25,37960
2006-05-26,582.50,43370
2006-05-30,583.50,39640
2006-05-31,579.50,56540
2006-06-01,586.75,73560
2006-06-02,609.00,101140
2006-06-05,603.25,73310
2006-06-06,593.50,60980
2006-06-07,597.00,67610
2006-06-08,587.75,60730
2006-06-09,585.75,71670
2006-06-12,600.00,83350
2006-06-13,595.75,66470
2006-06-14,589.50,50180
2006-06-15,592.50,27890
2006-06-16,600.25,30850
2006-06-19,584.50,42850
2006-06-20,585.25,24540
2006-06-21,586.25,27000
2006-06-22,583.00,26960
2006-06-23,580.50,29030
2006-06-26,569.50,34810
2006-06-27,578.00,27520
2006-06-28,578.50,32380
2006-06-29,581.75,43150
2006-06-30,594.75,38060
2006-07-03,601.50,19960
2006-07-05,594.50,16400
2006-07-06,608.50,13840
2006-07-07,602.00,10180
2006-07-10,603.00,6880
2006-07-11,607.00,4380
2006-07-12,603.00,4450
2006-07-13,597.50,1700
2006-07-14,602.00,690
2006-07-17,590.00,12790
2006-07-18,589.00,12230
2006-07-19,585.75,19830
2006-07-20,584.25,17580
2006-07-21,577.00,20960
2006-07-24,583.25,14660
2006-07-25,585.25,19880
2006-07-26,581.75,18620
2006-07-27,574.00,16340
2006-07-28,576.50,32280
2006-07-31,579.50,21280
2006-08-01,573.50,16420
2006-08-02,581.75,11440
2006-08-03,576.00,9800
2006-08-04,577.50,9130
2006-08-07,563.25,5830
2006-08-08,557.50,3910
2006-08-09,562.00,2210
2006-08-10,557.00,740
2006-08-11,551.00,460
2006-08-14,549.75,280
2006-08-15,556.50,7100
2006-08-16,552.25,7160
2006-08-17,551.50,7820
2006-08-18,547.00,7070
2006-08-21,548.25,8550
2006-08-22,549.25,6820
2006-08-23,552.25,11670
2006-08-24,551.50,11390
2006-08-25,543.00,16740
2006-08-28,537.75,13790
2006-08-29,537.00,9460
2006-08-30,542.00,17970
2006-08-31,542.25,15230
2006-09-01,538.50,12140
2006-09-05,541.25,7640
2006-09-06,534.00,6130
2006-09-07,538.50,4520
2006-09-08,537.00,3670
2006-09-11,532.00,1670
2006-09-12,527.25,980
2006-09-13,530.00,860
2006-09-14,532.00,190
2006-09-15,549.75,59840
2006-09-18,553.00,48610
2006-09-19,544.25,57480
2006-09-20,549.25,52950
2006-09-21,558.00,63600
2006-09-22,549.25,47600
2006-09-25,545.00,67980
2006-09-26,546.75,47870
2006-09-27,542.50,39290
2006-09-28,552.75,70700
2006-09-29,547.50,71370
2006-10-02,545.25,50400
2006-10-03,542.50,53310
2006-10-04,555.25,78960
2006-10-05,565.50,109650
2006-10-06,564.00,81100
2006-10-09,574.50,87260
2006-10-10,560.50,93380
2006-10-11,562.25,75090
2006-10-12,579.75,112090
2006-10-13,591.50,79660
2006-10-16,589.00,65380
2006-10-17,600.50,85560
2006-10-18,604.50,70620
2006-10-19,608.00,76950
2006-10-20,606.50,61470
2006-10-23,617.50,47460
2006-10-24,623.50,55650
2006-10-25,622.00,50320
2006-10-26,627.75,40150
2006-10-27,635.50,33540
2006-10-30,639.75,48960
2006-10-31,630.25,32530
2006-11-01,645.00,27620
2006-11-02,648.25,22160
2006-11-03,649.00,18570
2006-11-06,649.25,11240
2006-11-07,654.75,11040
2006-11-08,666.25,9840
2006-11-09,657.50,8460
2006-11-10,651.25,5500
2006-11-13,646.50,3890
2006-11-14,656.00,1770
2006-11-15,663.75,65120
2006-11-16,656.50,34010
2006-11-17,660.50,52450
2006-11-20,667.50,62830
2006-11-21,673.00,36240
2006-11-22,674.00,21300
2006-11-24,684.25,36030
2006-11-27,688.00,68200
2006-11-28,686.25,48170
2006-11-29,682.25,51610
2006-11-30,685.50,67840
2006-12-01,677.00,53430
2006-12-04,659.25,48680
2006-12-05,664.25,28820
2006-12-06,654.25,30940
2006-12-07,662.00,70290
2006-12-08,656.00,79500
2006-12-11,666.75,87100
2006-12-12,663.00,74620
2006-12-13,661.00,73070
2006-12-14,662.75,35280
2006-12-15,657.50,28480
2006-12-18,648.00,33920
2006-12-19,653.50,30610
2006-12-20,648.25,21100
2006-12-21,650.25,25470
2006-12-22,659.50,13440
2006-12-26,671.50,24460
2006-12-27,669.50,23170
2006-12-28,675.75,33250
2006-12-29,683.50,28980
2007-01-02,683.50,2000
2007-01-03,669.25,15090
2007-01-04,662.75,11870
2007-01-05,668.00,8710
2007-01-08,665.00,6910
2007-01-09,653.50,5230
2007-01-10,653.75,3950
2007-01-11,664.00,1230
2007-01-12,706.00,170
2007-01-16,708.50,100560
2007-01-17,722.00,94920
2007-01-18,716.25,80400
2007-01-19,717.75,58330
2007-01-22,717.25,54870
2007-01-23,727.25,60210
2007-01-24,715.00,73530
2007-01-25,713.25,59220
2007-01-26,710.50,38860
2007-01-29,709.50,58550
2007-01-30,721.00,67990
2007-01-31,719.50,63840
2007-02-01,721.50,64640
2007-02-02,736.75,75270
2007-02-05,740.00,62440
2007-02-06,738.75,79820
2007-02-07,741.00,90470
2007-02-08,743.75,71760
2007-02-09,749.25,119440
2007-02-12,745.25,66630
2007-02-13,755.00,75510
2007-02-14,750.50,71420
2007-02-15,758.75,87110
2007-02-16,767.00,72650
2007-02-20,771.00,39690
2007-02-21,781.25,47030
2007-02-22,783.75,45340
2007-02-23,778.25,29760
2007-02-26,778.75,32920
2007-02-27,763.50,46590
2007-02-28,773.25,29040
2007-03-01,746.25,24860
2007-03-02,739.00,17240
2007-03-05,735.75,9840
2007-03-06,733.00,7160
2007-03-07,742.75,6080
2007-03-08,745.00,3270
2007-03-09,746.50,2340
2007-03-12,752.25,1960
2007-03-13,744.00,740
2007-03-14,736.50,600
2007-03-15,750.50,40420
2007-03-16,753.50,71680
2007-03-19,759.50,54050
2007-03-20,764.75,47690
2007-03-21,766.50,50460
2007-03-22,771.75,41870
2007-03-23,769.50,46610
2007-03-26,758.50,60640
2007-03-27,757.00,37350
2007-03-28,770.75,61480
2007-03-29,778.25,63200
2007-03-30,761.25,113510
2007-04-02,779.00,132400
2007-04-03,763.75,68720
2007-04-04,761.00,69390
2007-04-05,760.50,31990
2007-04-09,749.00,101920
2007-04-10,742.50,96590
2007-04-11,746.50,76420
2007-04-12,738.25,108150
2007-04-13,738.00,76740
2007-04-16,736.00,39150
2007-04-17,724.00,40020
2007-04-18,715.50,41240
2007-04-19,718.25,27560
2007-04-20,723.25,25020
2007-04-23,721.25,26370
2007-04-24,709.75,21340
2007-04-25,721.50,26360
2007-04-26,718.25,30610
2007-04-27,723.00,42690
2007-04-30,728.50,30820
2007-05-01,741.25,17580
2007-05-02,734.25,13010
2007-05-03,733.75,9670
2007-05-04,733.50,8190
2007-05-07,729.00,4400
2007-05-08,726.00,5090
2007-05-09,733.75,2240
2007-05-10,733.00,1620
2007-05-11,750.00,690
2007-05-14,762.25,410
2007-05-15,778.00,68690
2007-05-16,792.75,105500
2007-05-17,792.75,59930
2007-05-18,792.50,43000
2007-05-21,800.50,62050
2007-05-22,793.25,59860
2007-05-23,800.50,58050
2007-05-24,805.25,68170
2007-05-25,812.50,55860
2007-05-29,797.50,65970
2007-05-30,808.25,80900
2007-05-31,806.25,82570
2007-06-01,817.50,82540
2007-06-04,815.75,65510
2007-06-05,828.25,93060
2007-06-06,822.25,86980
2007-06-07,832.00,89550
2007-06-08,821.50,114080
2007-06-11,830.00,98350
2007-06-12,826.50,81750
2007-06-13,825.75,92720
2007-06-14,827.50,61940
2007-06-15,847.25,49520
2007-06-18,855.25,51960
2007-06-19,829.00,65330
2007-06-20,839.00,62930
2007-06-21,818.50,56530
2007-06-22,797.00,63210
2007-06-25,804.25,55200
2007-06-26,807.00,42020
2007-06-27,803.50,40700
2007-06-28,809.75,48610
2007-06-29,850.00,54140
2007-07-02,865.00,25880
2007-07-03,850.50,7600
2007-07-05,854.50,15980
2007-07-06,864.75,5650
2007-07-09,870.00,9770
2007-07-10,889.00,10240
2007-07-11,891.00,4960
2007-07-12,910.00,3260
2007-07-13,913.00,440
2007-07-16,871.75,13950
2007-07-17,833.75,21420
2007-07-18,851.25,19610
2007-07-19,856.00,14180
2007-07-20,850.25,10790
2007-07-23,816.25,19260
2007-07-24,820.25,14650
2007-07-25,815.00,17030
2007-07-26,821.50,19420
2007-07-27,815.50,24300
2007-07-30,822.75,43520
2007-07-31,834.00,27060
2007-08-01,825.75,18040
2007-08-02,831.00,11170
2007-08-03,839.00,8740
2007-08-06,826.00,7090
2007-08-07,838.50,5110
2007-08-08,855.00,3540
2007-08-09,858.00,2000
2007-08-10,850.00,1040
2007-08-13,861.00,1600
2007-08-14,850.00,410
2007-08-15,839.00,5390
2007-08-16,799.25,19240
2007-08-17,811.50,8340
2007-08-20,811.75,3590
2007-08-21,815.75,9540
2007-08-22,831.25,7100
2007-08-23,842.00,6590
2007-08-24,849.00,9680
2007-08-27,856.50,12300
2007-08-28,855.25,13660
2007-08-29,858.50,15930
2007-08-30,870.50,20640
2007-08-31,868.00,15160
2007-09-04,892.50,10620
2007-09-05,889.00,9250
2007-09-06,878.00,5560
2007-09-07,891.00,4790
2007-09-10,903.50,3460
2007-09-11,905.00,1970
2007-09-12,925.00,1010
2007-09-13,928.00,350
2007-09-14,941.00,110
2007-09-17,968.50,87190
2007-09-18,969.50,77500
2007-09-19,971.00,90450
2007-09-20,988.50,83470
2007-09-21,979.00,74490
2007-09-24,978.75,71740
2007-09-25,973.00,64230
2007-09-26,990.75,78490
2007-09-27,1009.00,97750
2007-09-28,991.25,93510
2007-10-01,991.50,66090
2007-10-02,943.75,137240
2007-10-03,951.00,108930
2007-10-04,954.25,67880
2007-10-05,940.50,110280
2007-10-08,925.50,107380
2007-10-09,950.25,109720
2007-10-10,968.25,101780
2007-10-11,981.50,99960
2007-10-12,976.75,109660
2007-10-15,987.00,79420
2007-10-16,977.50,59160
2007-10-17,974.25,75150
2007-10-18,991.50,72380
2007-10-19,983.25,57410
2007-10-22,976.50,76530
2007-10-23,981.75,70270
2007-10-24,976.25,60620
2007-10-25,994.75,53490
2007-10-26,995.50,57010
2007-10-29,1011.00,65800
2007-10-30,992.00,79380
2007-10-31,1010.00,52260
2007-11-01,990.75,38570
2007-11-02,1001.75,17490
2007-11-05,1005.75,10170
2007-11-06,1029.50,10790
2007-11-07,1023.75,7710
2007-11-08,1028.00,3700
2007-11-09,1043.00,2510
2007-11-12,1032.75,2230
2007-11-13,1044.25,3580
2007-11-14,1066.00,1740
2007-11-15,1078.75,78480
2007-11-16,1077.75,71050
2007-11-19,1070.50,68460
2007-11-20,1087.00,74390
2007-11-21,1084.00,48800
2007-11-23,1100.25,50040
2007-11-26,1103.75,81070
2007-11-27,1091.00,72540
2007-11-28,1096.75,91580
2007-11-29,1098.00,68570
2007-11-30,1080.00,79020
2007-12-03,1078.75,77300
2007-12-04,1091.50,71370
2007-12-05,1099.50,79380
2007-12-06,1098.75,74640
2007-12-07,1119.75,101480
